Order Date,Sales,Quantity,Customer ID,Region,Product ID,Category,Discount,Discount value,Year
2014-09-08,8159.952,8,BM-11140,Central,TEC-MA-10000822,Technology,0.4,-3263.9808,2014
2014-09-08,275.928,3,BM-11140,Central,OFF-ST-10000991,Office Supplies,0.2,-55.1856,2014
2014-09-08,1740.06,9,BM-11140,Central,FUR-CH-10004287,Furniture,0.3,-522.0179999999999,2014
2014-09-08,32.064,6,BM-11140,Central,OFF-AR-10002656,Office Supplies,0.2,-6.412800000000001,2014
2014-09-08,177.98,5,BM-11140,Central,OFF-AP-10002518,Office Supplies,0.8,-142.384,2014
2014-09-08,143.976,3,BM-11140,Central,TEC-PH-10003931,Technology,0.2,-28.7952,2014
2014-08-05,20.94,3,CS-12130,West,OFF-PA-10000659,Office Supplies,0.0,0.0,2014
2014-08-05,110.96,2,CS-12130,West,OFF-PA-10001144,Office Supplies,0.0,0.0,2014
2014-08-05,340.144,7,CS-12130,West,FUR-CH-10003817,Furniture,0.2,-68.0288,2014
2014-09-14,52.448,2,JB-15400,Central,OFF-AP-10000891,Office Supplies,0.8,-41.9584,2014
2014-09-14,20.16,4,JB-15400,Central,OFF-LA-10003148,Office Supplies,0.2,-4.032,2014
2014-12-05,24.816,2,DK-13150,Central,OFF-ST-10003455,Office Supplies,0.2,-4.963200000000001,2014
2014-12-05,408.744,7,DK-13150,Central,TEC-AC-10004659,Technology,0.2,-81.74880000000002,2014
2014-11-19,503.96,4,RM-19675,South,TEC-PH-10003273,Technology,0.0,0.0,2014
2014-11-19,149.95,5,RM-19675,South,TEC-PH-10004896,Technology,0.0,0.0,2014
2014-11-19,29.0,2,RM-19675,South,TEC-AC-10002345,Technology,0.0,0.0,2014
2014-08-26,176.8,8,FM-14290,West,TEC-AC-10002323,Technology,0.0,0.0,2014
2014-03-21,7.408,2,CB-12025,East,OFF-AR-10004685,Office Supplies,0.2,-1.4816,2014
2014-03-21,6.048,3,CB-12025,East,OFF-AR-10004027,Office Supplies,0.2,-1.2096,2014
2014-08-03,218.75,2,BS-11755,West,FUR-TA-10004289,Furniture,0.5,-109.375,2014
2014-08-03,2.6,1,BS-11755,West,OFF-AP-10003622,Office Supplies,0.2,-0.52,2014
2014-09-13,18.648,7,EA-14035,South,OFF-BI-10001679,Office Supplies,0.7,-13.0536,2014
2014-06-01,2001.86,7,DW-13480,Central,FUR-CH-10004063,Furniture,0.0,0.0,2014
2014-06-01,166.72,2,DW-13480,Central,OFF-ST-10002276,Office Supplies,0.0,0.0,2014
2014-06-01,47.88,6,DW-13480,Central,OFF-PA-10004082,Office Supplies,0.0,0.0,2014
2014-06-01,1503.25,5,DW-13480,Central,OFF-AP-10002945,Office Supplies,0.0,0.0,2014
2014-06-01,25.92,4,DW-13480,Central,OFF-PA-10000061,Office Supplies,0.0,0.0,2014
2014-09-19,3059.982,3,SB-20290,Central,TEC-MA-10000822,Technology,0.4,-1223.9928,2014
2014-09-19,2519.958,7,SB-20290,Central,TEC-MA-10003353,Technology,0.4,-1007.9832,2014
2014-12-26,300.416,8,KL-16555,West,FUR-FU-10004091,Furniture,0.2,-60.08320000000001,2014
2014-12-26,230.352,3,KL-16555,West,FUR-CH-10001891,Furniture,0.2,-46.07040000000001,2014
2014-12-26,218.352,3,KL-16555,West,FUR-FU-10002918,Furniture,0.2,-43.6704,2014
2014-12-26,78.6,5,KL-16555,West,OFF-BI-10004593,Office Supplies,0.7,-55.02,2014
2014-12-26,27.552,3,KL-16555,West,OFF-FA-10004854,Office Supplies,0.2,-5.510400000000001,2014
2014-12-30,9.84,3,KB-16600,Central,OFF-AR-10003651,Office Supplies,0.0,0.0,2014
2014-06-01,45.48,3,CR-12625,East,OFF-BI-10001072,Office Supplies,0.0,0.0,2014
2014-06-01,289.2,6,CR-12625,East,OFF-AR-10002135,Office Supplies,0.0,0.0,2014
2014-09-27,87.54,3,TS-21205,East,FUR-FU-10001588,Furniture,0.0,0.0,2014
2014-08-09,178.384,2,AG-10525,South,TEC-PH-10002398,Technology,0.2,-35.6768,2014
2014-08-09,15.552,3,AG-10525,South,OFF-PA-10001937,Office Supplies,0.2,-3.1104,2014
2014-12-28,99.136,4,SP-20860,East,OFF-AR-10003373,Office Supplies,0.2,-19.8272,2014
2014-11-04,135.882,1,NM-18445,East,FUR-CH-10002602,Furniture,0.1,-13.5882,2014
2014-11-04,3991.98,2,NM-18445,East,TEC-MA-10002927,Technology,0.0,0.0,2014
2014-11-04,275.94,6,NM-18445,East,TEC-PH-10004093,Technology,0.0,0.0,2014
2014-11-04,360.0,4,NM-18445,East,TEC-AC-10000892,Technology,0.0,0.0,2014
2014-11-04,43.57,1,NM-18445,East,OFF-ST-10002974,Office Supplies,0.0,0.0,2014
2014-09-19,7.16,2,FA-14230,West,OFF-FA-10000624,Office Supplies,0.0,0.0,2014
2014-07-12,7.712,2,AC-10420,West,OFF-BI-10003314,Office Supplies,0.2,-1.5424,2014
2014-07-12,698.352,3,AC-10420,West,FUR-TA-10004575,Furniture,0.2,-139.6704,2014
2014-04-13,17.856,4,JD-15895,East,OFF-AR-10000122,Office Supplies,0.2,-3.571200000000001,2014
2014-04-13,509.97,10,JD-15895,East,OFF-BI-10003656,Office Supplies,0.7,-356.979,2014
2014-04-13,30.992,13,JD-15895,East,OFF-FA-10002780,Office Supplies,0.2,-6.1984,2014
2014-04-13,71.928,12,JD-15895,East,TEC-PH-10000702,Technology,0.4,-28.7712,2014
2014-09-24,211.96,4,JD-16060,West,OFF-ST-10001713,Office Supplies,0.0,0.0,2014
2014-07-23,8.16,5,AG-10900,West,OFF-BI-10001982,Office Supplies,0.7,-5.712,2014
2014-07-23,1023.936,8,AG-10900,West,TEC-AC-10003911,Technology,0.2,-204.7872,2014
2014-07-23,9.24,1,AG-10900,West,OFF-AR-10000658,Office Supplies,0.2,-1.848,2014
2014-07-23,479.04,10,AG-10900,West,TEC-AC-10002076,Technology,0.2,-95.808,2014
2014-11-24,2.624,1,NG-18430,East,OFF-AR-10004757,Office Supplies,0.2,-0.5248,2014
2014-09-21,246.384,2,JG-15115,West,TEC-PH-10003012,Technology,0.2,-49.2768,2014
2014-09-21,1799.97,3,JG-15115,West,TEC-CO-10002313,Technology,0.0,0.0,2014
2014-06-07,12.462,3,BP-11095,Central,OFF-BI-10003982,Office Supplies,0.8,-9.9696,2014
2014-12-24,9.568,2,LF-17185,South,OFF-PA-10001947,Office Supplies,0.2,-1.9136,2014
2014-04-16,39.072,6,SP-20650,South,OFF-AR-10003478,Office Supplies,0.2,-7.814400000000001,2014
2014-06-22,196.752,6,JE-15745,West,TEC-AC-10004114,Technology,0.2,-39.35040000000001,2014
2014-09-12,69.99,1,SD-20485,East,TEC-MA-10000029,Technology,0.0,0.0,2014
2014-12-19,4.812,2,MK-18160,South,OFF-BI-10000773,Office Supplies,0.7,-3.3684,2014
2014-12-19,247.8,5,MK-18160,South,TEC-AC-10002600,Technology,0.2,-49.56,2014
2014-02-12,129.568,2,SC-20095,West,FUR-CH-10000225,Furniture,0.2,-25.9136,2014
2014-11-09,340.92,3,JP-15520,West,OFF-ST-10002743,Office Supplies,0.0,0.0,2014
2014-11-09,222.666,2,JP-15520,West,FUR-BO-10001601,Furniture,0.15,-33.3999,2014
2014-11-09,703.968,4,JP-15520,West,TEC-PH-10002680,Technology,0.2,-140.7936,2014
2014-11-09,92.52,6,JP-15520,West,OFF-ST-10001321,Office Supplies,0.0,0.0,2014
2014-11-09,62.65,7,JP-15520,West,OFF-PA-10001509,Office Supplies,0.0,0.0,2014
2014-11-09,94.85,5,JP-15520,West,OFF-PA-10003465,Office Supplies,0.0,0.0,2014
2014-10-06,9.09,3,XP-21865,West,TEC-AC-10001445,Technology,0.0,0.0,2014
2014-07-22,5.96,2,EM-14065,East,OFF-AR-10002053,Office Supplies,0.0,0.0,2014
2014-07-22,159.98,2,EM-14065,East,TEC-AC-10002567,Technology,0.0,0.0,2014
2014-10-29,2735.952,6,SA-20830,Central,TEC-PH-10001363,Technology,0.2,-547.1904000000001,2014
2014-06-09,7.992,1,CW-11905,Central,TEC-PH-10000376,Technology,0.2,-1.5984,2014
2014-06-09,63.984,2,CW-11905,Central,TEC-AC-10000303,Technology,0.2,-12.7968,2014
2014-06-09,70.368,2,CW-11905,Central,OFF-AR-10001953,Office Supplies,0.2,-14.0736,2014
2014-09-14,449.15,5,AJ-10960,East,OFF-ST-10001809,Office Supplies,0.0,0.0,2014
2014-09-14,11.07,3,AJ-10960,East,OFF-EN-10003845,Office Supplies,0.0,0.0,2014
2014-02-01,468.9,6,BD-11500,Central,TEC-AC-10001432,Technology,0.0,0.0,2014
2014-05-11,58.112,2,PG-18895,Central,TEC-AC-10001465,Technology,0.2,-11.6224,2014
2014-05-11,100.792,1,PG-18895,Central,TEC-PH-10002597,Technology,0.2,-20.1584,2014
2014-05-11,66.112,4,PG-18895,Central,FUR-FU-10000723,Furniture,0.6,-39.66719999999999,2014
2014-03-03,19.456,4,AJ-10945,South,OFF-AR-10003560,Office Supplies,0.2,-3.8912,2014
2014-09-14,13.0,5,CA-12775,South,OFF-AP-10003914,Office Supplies,0.2,-2.6,2014
2014-09-14,13.128,3,CA-12775,South,FUR-FU-10004020,Furniture,0.2,-2.6256,2014
2014-01-09,9.344,2,MS-17830,Central,OFF-AR-10004078,Office Supplies,0.2,-1.8688,2014
2014-01-09,31.2,3,MS-17830,Central,TEC-AC-10001266,Technology,0.2,-6.24,2014
2014-08-08,76.12,2,LR-16915,West,OFF-AP-10004708,Office Supplies,0.0,0.0,2014
2014-08-08,1199.976,3,LR-16915,West,TEC-CO-10004115,Technology,0.2,-239.9952,2014
2014-08-08,445.96,5,LR-16915,West,TEC-PH-10002398,Technology,0.2,-89.19200000000001,2014
2014-08-08,327.76,8,LR-16915,West,FUR-FU-10001979,Furniture,0.0,0.0,2014
2014-03-15,142.776,1,AS-10240,South,OFF-ST-10001490,Office Supplies,0.2,-28.5552,2014
2014-03-15,45.696,3,AS-10240,South,FUR-FU-10001756,Furniture,0.2,-9.1392,2014
2014-03-15,7.218,3,AS-10240,South,OFF-BI-10000773,Office Supplies,0.7,-5.0526,2014
2014-03-15,43.188,4,AS-10240,South,OFF-BI-10001543,Office Supplies,0.7,-30.2316,2014
2014-03-15,131.904,3,AS-10240,South,OFF-PA-10002120,Office Supplies,0.2,-26.3808,2014
2014-05-23,3.282,2,AR-10510,East,OFF-BI-10000848,Office Supplies,0.7,-2.2974,2014
2014-05-23,21.168,9,AR-10510,East,OFF-AR-10001246,Office Supplies,0.2,-4.2336,2014
2014-05-23,55.188,2,AR-10510,East,TEC-PH-10003092,Technology,0.4,-22.0752,2014
2014-12-26,8.69,5,CA-12265,Central,OFF-BI-10002103,Office Supplies,0.8,-6.952,2014
2014-12-24,30.36,5,RP-19390,East,FUR-FU-10003096,Furniture,0.2,-6.072,2014
2014-07-05,479.97,3,MC-17845,South,TEC-AC-10003911,Technology,0.0,0.0,2014
2014-07-05,14.62,2,MC-17845,South,OFF-LA-10001934,Office Supplies,0.0,0.0,2014
2014-07-05,19.44,3,MC-17845,South,OFF-PA-10000304,Office Supplies,0.0,0.0,2014
2014-06-21,104.01,1,NP-18325,South,FUR-FU-10004071,Furniture,0.0,0.0,2014
2014-06-21,284.82,1,NP-18325,South,TEC-PH-10002033,Technology,0.0,0.0,2014
2014-06-21,36.84,3,NP-18325,South,OFF-ST-10002444,Office Supplies,0.0,0.0,2014
2014-09-12,10.368,2,BN-11470,South,OFF-PA-10001800,Office Supplies,0.2,-2.0736,2014
2014-09-12,166.84,5,BN-11470,South,OFF-AP-10001469,Office Supplies,0.2,-33.368,2014
2014-09-12,15.216,1,BN-11470,South,TEC-AC-10002399,Technology,0.2,-3.0432,2014
2014-12-02,119.96,4,DP-13165,East,TEC-AC-10003628,Technology,0.0,0.0,2014
2014-12-02,883.92,5,DP-13165,East,FUR-BO-10003272,Furniture,0.2,-176.784,2014
2014-12-02,46.72,8,DP-13165,East,OFF-BI-10000050,Office Supplies,0.2,-9.344,2014
2014-04-05,55.48,1,TH-21550,East,OFF-PA-10004071,Office Supplies,0.0,0.0,2014
2014-07-01,19.92,5,Dl-13600,West,OFF-BI-10003355,Office Supplies,0.2,-3.984,2014
2014-01-11,9.94,2,SV-20365,East,FUR-FU-10000010,Furniture,0.0,0.0,2014
2014-06-02,59.808,3,CK-12325,West,OFF-BI-10001658,Office Supplies,0.2,-11.9616,2014
2014-06-02,73.32,6,CK-12325,West,FUR-FU-10000246,Furniture,0.0,0.0,2014
2014-10-07,129.92,5,MR-17545,East,FUR-FU-10000222,Furniture,0.2,-25.984,2014
2014-09-08,49.98,2,GZ-14470,West,TEC-AC-10001383,Technology,0.0,0.0,2014
2014-01-04,11.784,3,PO-19195,Central,OFF-LA-10003223,Office Supplies,0.2,-2.3568,2014
2014-01-04,272.736,3,PO-19195,Central,OFF-ST-10002743,Office Supplies,0.2,-54.5472,2014
2014-01-04,3.54,2,PO-19195,Central,OFF-BI-10004094,Office Supplies,0.8,-2.832,2014
2014-05-27,567.12,10,MH-17785,West,FUR-TA-10002607,Furniture,0.2,-113.424,2014
2014-05-27,359.32,4,MH-17785,West,OFF-ST-10001809,Office Supplies,0.0,0.0,2014
2014-12-29,24.56,2,DC-13285,Central,OFF-ST-10002444,Office Supplies,0.0,0.0,2014
2014-12-29,119.8,4,DC-13285,Central,TEC-AC-10001267,Technology,0.0,0.0,2014
2014-01-13,11.36,2,CS-12250,South,OFF-EN-10001990,Office Supplies,0.0,0.0,2014
2014-01-13,50.94,3,CS-12250,South,OFF-EN-10001532,Office Supplies,0.0,0.0,2014
2014-01-13,646.74,6,CS-12250,South,TEC-AC-10003174,Technology,0.0,0.0,2014
2014-01-13,5.64,3,CS-12250,South,OFF-BI-10004187,Office Supplies,0.0,0.0,2014
2014-01-13,572.58,6,CS-12250,South,OFF-ST-10000025,Office Supplies,0.0,0.0,2014
2014-05-14,310.88,2,AJ-10795,South,FUR-FU-10004306,Furniture,0.2,-62.176,2014
2014-06-29,32.76,7,DL-12865,East,OFF-AR-10003405,Office Supplies,0.2,-6.552,2014
2014-09-20,9.96,2,ES-14020,West,OFF-LA-10001569,Office Supplies,0.0,0.0,2014
2014-09-20,21.72,4,ES-14020,West,OFF-PA-10003724,Office Supplies,0.0,0.0,2014
2014-11-01,43.176,3,RA-19915,West,OFF-AR-10001897,Office Supplies,0.2,-8.635200000000001,2014
2014-11-01,1983.968,4,RA-19915,West,TEC-PH-10001795,Technology,0.2,-396.7936,2014
2014-10-13,11.52,4,ZC-21910,West,OFF-AR-10003190,Office Supplies,0.0,0.0,2014
2014-10-13,1298.55,5,ZC-21910,West,FUR-TA-10002903,Furniture,0.0,0.0,2014
2014-10-13,213.92,4,ZC-21910,West,OFF-AP-10000240,Office Supplies,0.0,0.0,2014
2014-10-13,25.78,2,ZC-21910,West,TEC-AC-10001101,Technology,0.0,0.0,2014
2014-06-28,41.472,8,CA-12775,East,OFF-PA-10000304,Office Supplies,0.2,-8.294400000000001,2014
2014-06-28,3.168,3,CA-12775,East,OFF-BI-10003094,Office Supplies,0.7,-2.2176,2014
2014-06-28,1228.465,5,CA-12775,East,FUR-CH-10001394,Furniture,0.3,-368.5395,2014
2014-06-28,31.086,3,CA-12775,East,OFF-BI-10004230,Office Supplies,0.7,-21.7602,2014
2014-06-28,335.52,4,CA-12775,East,OFF-PA-10003395,Office Supplies,0.2,-67.104,2014
2014-05-09,67.8,4,PG-18820,West,TEC-AC-10003441,Technology,0.0,0.0,2014
2014-05-09,167.97,3,PG-18820,West,TEC-AC-10000109,Technology,0.0,0.0,2014
2014-09-08,51.184,4,LH-17020,Central,OFF-BI-10001071,Office Supplies,0.8,-40.9472,2014
2014-02-07,115.36,7,CK-12760,East,TEC-AC-10000710,Technology,0.0,0.0,2014
2014-08-03,39.96,2,BK-11260,East,OFF-PA-10001019,Office Supplies,0.0,0.0,2014
2014-08-03,102.3,10,BK-11260,East,OFF-SU-10002537,Office Supplies,0.0,0.0,2014
2014-08-03,21.36,2,BK-11260,East,OFF-ST-10003221,Office Supplies,0.0,0.0,2014
2014-06-09,7.36,2,CM-12445,West,OFF-SU-10001225,Office Supplies,0.0,0.0,2014
2014-06-09,23.1,2,CM-12445,West,OFF-AR-10003752,Office Supplies,0.0,0.0,2014
2014-01-10,2.89,1,AJ-10780,South,OFF-LA-10004272,Office Supplies,0.0,0.0,2014
2014-01-10,51.94,1,AJ-10780,South,FUR-FU-10000965,Furniture,0.0,0.0,2014
2014-04-06,44.91,6,GP-14740,East,OFF-BI-10003719,Office Supplies,0.7,-31.43699999999999,2014
2014-12-10,11.36,2,SM-20005,East,OFF-PA-10004470,Office Supplies,0.0,0.0,2014
2014-12-10,106.344,7,SM-20005,East,OFF-BI-10000315,Office Supplies,0.2,-21.2688,2014
2014-09-17,5.892,4,AG-10765,East,OFF-BI-10003712,Office Supplies,0.7,-4.1244,2014
2014-04-29,17.46,2,LL-16840,East,FUR-FU-10001424,Furniture,0.0,0.0,2014
2014-12-09,34.68,6,CK-12760,West,OFF-PA-10003845,Office Supplies,0.0,0.0,2014
2014-09-09,103.6,7,MS-17365,Central,OFF-LA-10003923,Office Supplies,0.0,0.0,2014
2014-06-15,99.918,2,KL-16555,Central,FUR-TA-10001520,Furniture,0.3,-29.9754,2014
2014-06-15,797.944,4,KL-16555,Central,FUR-CH-10003379,Furniture,0.3,-239.3832,2014
2014-06-15,8.568,3,KL-16555,Central,OFF-BI-10002706,Office Supplies,0.8,-6.8544,2014
2014-12-05,24.56,2,RC-19825,South,OFF-ST-10002444,Office Supplies,0.0,0.0,2014
2014-09-13,15.552,3,JM-15535,East,OFF-PA-10003543,Office Supplies,0.2,-3.1104,2014
2014-09-13,252.0,5,JM-15535,East,TEC-AC-10004353,Technology,0.2,-50.40000000000001,2014
2014-09-22,4.608,2,MS-17365,South,OFF-LA-10001613,Office Supplies,0.2,-0.9216,2014
2014-01-16,127.104,6,DL-13315,East,FUR-FU-10001095,Furniture,0.2,-25.4208,2014
2014-01-16,124.2,3,DL-13315,East,TEC-PH-10004614,Technology,0.4,-49.68000000000001,2014
2014-01-16,18.588,2,DL-13315,East,OFF-BI-10001575,Office Supplies,0.7,-13.0116,2014
2014-01-16,30.072,3,DL-13315,East,OFF-LA-10001074,Office Supplies,0.2,-6.0144,2014
2014-11-11,3.392,1,TZ-21580,West,OFF-AR-10000034,Office Supplies,0.2,-0.6784,2014
2014-11-11,559.984,2,TZ-21580,West,TEC-PH-10000560,Technology,0.2,-111.9968,2014
2014-11-11,603.92,5,TZ-21580,West,FUR-CH-10000665,Furniture,0.2,-120.784,2014
2014-05-21,2715.93,7,MW-18235,South,OFF-BI-10003925,Office Supplies,0.0,0.0,2014
2014-05-21,617.97,3,MW-18235,South,TEC-PH-10001530,Technology,0.0,0.0,2014
2014-11-24,151.72,4,VG-21790,West,FUR-FU-10001602,Furniture,0.0,0.0,2014
2014-07-11,177.2,5,LA-16780,East,OFF-PA-10000474,Office Supplies,0.0,0.0,2014
2014-07-11,197.97,3,LA-16780,East,TEC-PH-10003885,Technology,0.0,0.0,2014
2014-07-11,854.94,3,LA-16780,East,FUR-CH-10003379,Furniture,0.0,0.0,2014
2014-07-11,124.11,9,LA-16780,East,FUR-FU-10000629,Furniture,0.0,0.0,2014
2014-07-11,14.4,5,LA-16780,East,OFF-LA-10001175,Office Supplies,0.0,0.0,2014
2014-05-27,1113.504,12,LC-16885,West,TEC-PH-10000486,Technology,0.2,-222.7008,2014
2014-05-27,99.99,1,LC-16885,West,TEC-AC-10001606,Technology,0.0,0.0,2014
2014-06-25,447.84,5,NS-18640,West,FUR-TA-10004147,Furniture,0.2,-89.568,2014
2014-01-20,699.93,7,HL-15040,South,TEC-PH-10001061,Technology,0.0,0.0,2014
2014-01-20,22.96,7,HL-15040,South,OFF-AR-10002375,Office Supplies,0.0,0.0,2014
2014-01-20,38.6,4,HL-15040,South,FUR-FU-10003194,Furniture,0.0,0.0,2014
2014-01-20,6.63,3,HL-15040,South,OFF-AR-10003811,Office Supplies,0.0,0.0,2014
2014-01-20,23.34,3,HL-15040,South,OFF-EN-10001539,Office Supplies,0.0,0.0,2014
2014-01-20,1067.94,3,HL-15040,South,FUR-CH-10002331,Furniture,0.0,0.0,2014
2014-09-29,204.6,2,AP-10915,West,FUR-FU-10004188,Furniture,0.0,0.0,2014
2014-09-29,8.72,4,AP-10915,West,OFF-FA-10001561,Office Supplies,0.0,0.0,2014
2014-09-29,6.48,1,AP-10915,West,OFF-PA-10002105,Office Supplies,0.0,0.0,2014
2014-09-29,686.32,2,AP-10915,West,TEC-MA-10004241,Technology,0.2,-137.264,2014
2014-09-29,62.18,1,AP-10915,West,OFF-ST-10004340,Office Supplies,0.0,0.0,2014
2014-12-20,122.48,2,PS-19045,South,OFF-ST-10004337,Office Supplies,0.0,0.0,2014
2014-12-20,2244.48,7,PS-19045,South,FUR-TA-10001932,Furniture,0.0,0.0,2014
2014-12-20,62.31,3,PS-19045,South,OFF-BI-10003982,Office Supplies,0.0,0.0,2014
2014-12-20,455.1,2,PS-19045,South,FUR-TA-10000617,Furniture,0.0,0.0,2014
2014-09-01,53.94,3,LT-16765,West,OFF-AR-10004042,Office Supplies,0.0,0.0,2014
2014-03-03,9.99,1,AP-10720,East,TEC-PH-10004700,Technology,0.0,0.0,2014
2014-03-03,125.76,3,AP-10720,East,OFF-BI-10004593,Office Supplies,0.2,-25.152,2014
2014-03-03,25.32,5,AP-10720,East,OFF-BI-10003429,Office Supplies,0.2,-5.064,2014
2014-05-04,46.8,4,PM-18940,Central,OFF-BI-10001294,Office Supplies,0.0,0.0,2014
2014-03-10,22.38,2,SW-20275,Central,OFF-PA-10002259,Office Supplies,0.0,0.0,2014
2014-04-21,16.52,5,AA-10375,West,OFF-BI-10002976,Office Supplies,0.2,-3.304,2014
2014-12-27,11.56,4,AT-10435,West,OFF-LA-10004425,Office Supplies,0.0,0.0,2014
2014-06-21,1322.93,7,DB-13060,East,TEC-PH-10004539,Technology,0.0,0.0,2014
2014-06-21,3.76,2,DB-13060,East,OFF-AR-10001919,Office Supplies,0.0,0.0,2014
2014-11-24,12.096,7,HR-14830,West,OFF-BI-10004656,Office Supplies,0.2,-2.4192,2014
2014-11-24,485.88,6,HR-14830,West,OFF-ST-10002344,Office Supplies,0.0,0.0,2014
2014-11-24,25.92,4,HR-14830,West,OFF-PA-10001800,Office Supplies,0.0,0.0,2014
2014-11-24,197.58,2,HR-14830,West,OFF-ST-10000036,Office Supplies,0.0,0.0,2014
2014-07-12,249.75,9,BF-11170,West,OFF-ST-10000107,Office Supplies,0.0,0.0,2014
2014-07-12,255.936,8,BF-11170,West,TEC-PH-10000439,Technology,0.2,-51.1872,2014
2014-08-11,12.35,1,GM-14680,West,FUR-FU-10003691,Furniture,0.0,0.0,2014
2014-08-11,40.97,1,GM-14680,West,OFF-AR-10003903,Office Supplies,0.0,0.0,2014
2014-08-11,22.96,2,GM-14680,West,OFF-FA-10004854,Office Supplies,0.0,0.0,2014
2014-12-12,764.688,6,NP-18700,West,FUR-TA-10004619,Furniture,0.2,-152.9376,2014
2014-12-12,3610.848,12,NP-18700,West,FUR-TA-10003473,Furniture,0.2,-722.1696000000001,2014
2014-12-12,254.9745,3,NP-18700,West,FUR-BO-10004467,Furniture,0.15,-38.246175,2014
2014-12-24,142.86,1,JC-16105,West,OFF-ST-10003306,Office Supplies,0.0,0.0,2014
2014-12-24,292.272,6,JC-16105,West,FUR-CH-10001146,Furniture,0.2,-58.4544,2014
2014-09-08,32.97,3,KC-16255,South,TEC-AC-10004209,Technology,0.0,0.0,2014
2014-09-08,83.88,4,KC-16255,South,TEC-AC-10000023,Technology,0.0,0.0,2014
2014-07-01,575.92,2,LW-16825,South,TEC-PH-10004586,Technology,0.2,-115.184,2014
2014-07-01,5.184,6,LW-16825,South,OFF-BI-10000546,Office Supplies,0.7,-3.6288,2014
2014-09-28,46.26,3,GZ-14545,East,OFF-ST-10001321,Office Supplies,0.0,0.0,2014
2014-05-27,17.46,6,LE-16810,Central,OFF-BI-10004139,Office Supplies,0.8,-13.968,2014
2014-02-16,1.08,3,MN-17935,Central,OFF-BI-10002012,Office Supplies,0.8,-0.8640000000000001,2014
2014-02-16,7.96,2,MN-17935,Central,OFF-AP-10001303,Office Supplies,0.8,-6.368,2014
2014-05-06,140.736,8,HP-14815,West,OFF-BI-10003684,Office Supplies,0.2,-28.1472,2014
2014-03-17,93.78,2,BN-11515,Central,OFF-AP-10001154,Office Supplies,0.0,0.0,2014
2014-03-17,47.18,7,BN-11515,Central,OFF-PA-10000466,Office Supplies,0.0,0.0,2014
2014-03-17,19.68,6,BN-11515,Central,OFF-AR-10003829,Office Supplies,0.0,0.0,2014
2014-03-17,53.4,10,BN-11515,Central,OFF-BI-10001758,Office Supplies,0.0,0.0,2014
