Order Date,Quantity,Sales,Customer ID
2014-04-07,22,1021.1700000000001,3
2014-04-08,27,1958.75,5
2014-04-11,37,1915.24,4
2014-04-12,35,1912.123,3
2014-04-13,42,638.576,2
2014-04-15,6,294.71999999999997,1
2014-04-16,6,39.072,1
2014-04-18,26,1020.532,2
2014-04-19,17,205.47,2
2014-04-20,16,1250.45,2
2014-04-21,11,845.36,2
2014-04-22,11,257.752,1
2014-04-23,20,643.98,3
2014-04-25,21,2379.9939999999997,3
2014-04-26,16,282.568,2
2014-04-28,29,2578.476,4
2014-04-29,16,768.8439999999999,4
2014-04-30,13,1048.74,2
2014-05-02,5,506.12,2
2014-05-03,13,72.632,2
2014-05-04,25,187.43200000000002,4
2014-05-05,15,260.977,4
2014-05-06,16,254.456,2
2014-05-07,12,1091.35,1
2014-05-08,5,1799.97,1
2014-05-09,25,394.48,2
2014-05-10,34,2343.799,3
2014-05-11,32,1642.802,5
2014-05-12,10,734.846,2
2014-05-13,23,898.382,4
2014-05-14,2,310.88,1
2014-05-16,8,289.28,2
2014-05-17,3,91.68,1
2014-05-18,10,948.9480000000001,3
2014-05-19,14,91.62,2
2014-05-20,32,320.10400000000004,2
2014-05-21,46,4264.3279999999995,4
2014-05-22,3,180.93,1
2014-05-23,23,323.75800000000004,3
2014-05-24,3,116.28,1
2014-05-25,6,119.53999999999999,2
2014-05-26,21,1325.718,4
2014-05-27,33,2157.394,3
2014-05-28,14,221.96800000000002,2
2014-05-30,27,1924.913,5
2014-05-31,6,773.7,1
2014-06-01,55,5188.5199999999995,4
2014-06-02,16,738.598,2
2014-06-03,22,741.336,3
2014-06-04,12,456.272,2
2014-06-06,34,1374.0010000000002,5
2014-06-07,6,281.397,2
2014-06-08,14,2501.264,3
2014-06-09,66,5463.008,5
2014-06-10,5,491.55,1
2014-06-13,3,14.52,1
2014-06-14,3,212.94,1
2014-06-15,11,942.9739999999999,2
2014-06-16,20,763.792,2
2014-06-17,16,3418.5020000000004,3
2014-06-18,5,139.8,1
2014-06-20,32,1828.9496,2
2014-06-21,56,4107.443,7
2014-06-22,26,1975.498,4
2014-06-23,13,109.49600000000001,2
2014-06-24,2,4.272,1
2014-06-25,22,792.76,2
2014-06-27,10,616.14,1
2014-06-28,24,1645.791,2
2014-06-29,10,46.68,2
2014-06-30,38,739.624,6
2014-07-01,13,601.0239999999999,2
2014-07-02,3,79.56,1
2014-07-04,14,247.40800000000002,2
2014-07-05,41,1444.104,5
2014-07-06,3,1038.472,2
2014-07-07,4,241.19400000000002,1
2014-07-08,10,763.0740000000001,2
2014-07-09,30,265.521,3
2014-07-11,43,2187.206,4
2014-07-12,58,1960.012,5
2014-07-13,3,351.216,1
2014-07-14,27,292.594,5
2014-07-15,6,9.51,1
2014-07-18,6,273.04,2
2014-07-19,8,461.326,2
2014-07-20,44,2285.786,5
2014-07-21,24,1961.482,3
2014-07-22,31,1348.344,4
2014-07-23,43,2613.1839999999997,3
2014-07-25,22,8341.289999999999,2
2014-07-26,76,5039.994,5
2014-07-27,15,580.06,3
2014-07-28,18,193.152,1
2014-07-30,8,1367.84,1
2014-08-01,15,228.328,3
2014-08-02,9,886.28,1
2014-08-03,20,477.994,3
2014-08-04,51,2743.154,2
2014-08-05,37,2408.7239999999997,5
2014-08-06,5,262.89,2
2014-08-08,55,3955.629,5
2014-08-09,35,3605.6850000000004,6
2014-08-11,5,451.62,2
2014-08-12,61,1832.38,4
2014-08-15,38,842.7819999999999,3
2014-08-16,6,853.092,1
2014-08-17,23,500.342,2
2014-08-19,29,1439.106,5
2014-08-20,18,1838.722,2
2014-08-22,6,23.104,3
2014-08-23,44,565.224,4
2014-08-24,10,59.74,3
2014-08-25,67,1451.6499999999999,5
2014-08-26,22,366.81,3
2014-08-27,23,2070.13,3
2014-08-29,13,832.3225,2
2014-08-30,8,121.24,1
2014-08-31,9,92.52,1
2014-09-01,17,469.436,3
2014-09-02,28,3254.15,7
2014-09-03,10,22.08,2
2014-09-05,4,296.304,2
2014-09-06,14,100.36,1
2014-09-07,78,3523.875,7
2014-09-08,112,14228.428,11
2014-09-09,56,4043.5879999999997,6
2014-09-10,23,1855.2279999999998,3
2014-09-11,3,127.95,1
2014-09-12,39,4904.66,6
2014-09-13,53,1275.408,7
2014-09-14,77,5023.716,6
2014-09-15,9,133.436,2
2014-09-16,1,33.552,1
2014-09-17,53,820.523,5
2014-09-19,38,9338.637,7
2014-09-20,63,5335.968000000001,8
2014-09-21,55,2679.652,7
2014-09-22,24,1240.266,4
2014-09-23,48,10662.337000000001,7
2014-09-24,4,211.96,1
2014-09-25,16,354.88880000000006,2
2014-09-26,49,1480.614,8
2014-09-27,10,773.4399999999999,2
2014-09-28,17,490.29200000000003,3
2014-09-29,73,8109.07,5
2014-09-30,26,987.532,6
2014-10-01,1,4.71,1
2014-10-02,18,598.144,1
2014-10-03,37,862.683,5
2014-10-04,16,728.7479999999999,3
2014-10-05,7,191.9,2
2014-10-06,12,494.71,4
2014-10-07,15,237.35999999999999,2
2014-10-08,7,147.392,2
2014-10-09,6,249.35999999999999,2
2014-10-10,42,2049.386,5
2014-10-11,33,1381.164,5
2014-10-12,8,58.53,2
2014-10-13,35,2212.182,4
2014-10-14,57,4525.484,4
2014-10-15,5,206.72400000000002,2
2014-10-16,6,194.322,1
2014-10-17,10,136.068,2
2014-10-18,39,3134.916,4
2014-10-19,27,641.104,3
2014-10-20,20,1501.104,3
2014-10-21,20,1356.602,3
2014-10-22,8,223.808,2
2014-10-24,8,56.49,3
2014-10-25,10,103.882,2
2014-10-26,9,447.88,1
2014-10-27,5,22.32,1
2014-10-28,19,1510.5819999999999,2
2014-10-29,10,2813.8120000000004,2
2014-10-31,83,5362.026,5
2014-11-01,81,4732.08,9
2014-11-02,49,2126.37,6
2014-11-03,52,2784.163,8
2014-11-04,50,6693.7480000000005,6
2014-11-05,31,1694.564,4
2014-11-06,6,43.68,1
2014-11-07,57,1449.142,6
2014-11-08,3,333.576,1
2014-11-09,36,1574.094,2
2014-11-10,49,2002.556,2
2014-11-11,93,8114.548,9
2014-11-12,35,1054.7612,5
2014-11-14,37,1034.73,5
2014-11-15,29,1780.822,4
2014-11-16,36,1355.9285,5
2014-11-17,58,11544.274,7
2014-11-18,76,3406.855,9
2014-11-19,51,7226.086,7
2014-11-20,16,907.5600000000001,1
2014-11-21,24,1249.622,4
2014-11-22,30,1103.298,5
2014-11-23,36,1363.28,7
2014-11-24,75,5578.606,11
2014-11-25,58,4415.695,6
2014-11-26,52,1705.99,5
2014-11-27,7,203.66,2
2014-11-28,55,2280.83,7
2014-11-29,13,649.044,4
2014-11-30,24,219.154,3
2014-12-01,46,5624.39,6
2014-12-02,64,1771.808,6
2014-12-03,8,505.88,2
2014-12-04,2,129.98,1
2014-12-05,69,2963.642,7
2014-12-06,36,1970.978,5
2014-12-07,17,548.4,4
2014-12-08,53,1095.12,4
2014-12-09,28,1522.652,5
2014-12-10,20,573.336,2
2014-12-12,36,4938.4045,5
2014-12-13,18,293.152,5
2014-12-14,23,7641.658,5
2014-12-15,19,1264.466,4
2014-12-16,63,4394.187,8
2014-12-17,7,45.534,2
2014-12-19,53,3436.7599999999998,4
2014-12-20,81,6962.4400000000005,10
2014-12-21,17,1933.44,3
2014-12-22,32,798.968,4
2014-12-23,29,942.108,4
2014-12-24,32,1950.202,5
2014-12-26,55,2041.414,7
2014-12-27,65,2966.388,9
2014-12-28,33,3732.2960000000003,3
2014-12-29,67,2072.096,7
2014-12-30,43,2172.6510000000003,7
2014-12-31,63,5253.2699999999995,7
2015-01-02,29,1932.096,2
2015-01-03,19,1768.2215999999999,2
2015-01-04,22,264.46000000000004,2
2015-01-05,20,295.272,3
2015-01-06,7,31.538,1
2015-01-09,13,364.07,1
2015-01-10,4,1018.104,1
2015-01-12,16,854.614,2
2015-01-13,18,622.278,2
2015-01-17,17,350.384,3
2015-01-19,5,301.742,1
2015-01-23,5,43.66,1
2015-01-24,5,13.12,1
2015-01-26,8,182.72,1
2015-01-27,12,3573.252,2
2015-01-28,13,4297.644,1
2015-01-30,16,2161.6400000000003,2
2015-01-31,7,99.26,1
2015-02-03,22,492.836,5
2015-02-06,34,2432.544,4
2015-02-07,7,324.10999999999996,1
2015-02-08,8,129.09199999999998,2
2015-02-09,19,785.5519999999999,4
2015-02-10,5,77.24,1
2015-02-14,23,1079.962,2
2015-02-15,31,1602.38,2
2015-02-16,16,160.43,2
2015-02-18,6,105.844,2
2015-02-20,8,316.78000000000003,2
2015-02-21,6,2591.1,2
2015-02-22,4,79.36,1
2015-02-23,8,37.775999999999996,1
2015-02-25,5,25.869999999999997,1
2015-02-27,27,1159.2710000000002,3
2015-02-28,10,551.264,1
2015-03-01,23,1642.1743999999999,5
2015-03-02,10,899.5699999999999,2
2015-03-05,57,1969.267,7
2015-03-06,9,1555.244,1
2015-03-07,10,807.54,1
2015-03-08,29,2563.2960000000003,4
2015-03-09,10,478.008,2
2015-03-10,8,90.93199999999999,2
2015-03-12,12,51.016000000000005,2
2015-03-13,14,1384.856,2
2015-03-14,10,707.9000000000001,2
2015-03-15,3,16.776,1
2015-03-16,27,7230.209999999999,6
2015-03-17,3,48.84,1
2015-03-19,45,5652.9396,7
2015-03-20,40,1548.194,4
2015-03-21,21,1270.3790000000001,1
2015-03-22,43,2481.424,5
2015-03-23,28,633.302,4
2015-03-24,10,412.95,3
2015-03-26,30,4623.37,4
2015-03-27,5,83.7,1
2015-03-28,13,243.344,3
2015-03-29,30,1559.0800000000002,5
2015-03-30,14,571.224,2
2015-03-31,11,200.716,2
2015-04-02,23,299.22,4
2015-04-04,20,1484.598,2
2015-04-05,56,2974.058,5
2015-04-06,25,140.004,2
2015-04-07,23,907.436,3
2015-04-09,9,757.992,3
2015-04-10,9,169.54199999999997,2
2015-04-11,20,1328.346,3
2015-04-12,3,40.74,1
2015-04-13,40,3192.6780000000003,8
2015-04-14,1,35.208,1
2015-04-16,54,4161.972,5
2015-04-17,34,2745.106,2
2015-04-18,57,2006.96,6
2015-04-19,6,329.96,1
2015-04-20,16,1194.726,3
2015-04-21,13,893.0899999999999,1
2015-04-22,6,152.916,1
2015-04-24,1,25.99,1
2015-04-25,23,920.946,5
2015-04-26,27,2090.1055,4
2015-04-27,21,2719.59,2
2015-04-28,14,4044.3619999999996,2
2015-04-29,2,7.968,1
2015-04-30,40,1571.695,4
2015-05-01,21,450.94,3
2015-05-02,6,167.232,1
2015-05-03,45,2198.76,4
2015-05-04,23,1121.362,4
2015-05-07,8,305.622,2
2015-05-08,36,3981.968,5
2015-05-09,3,48.81,1
2015-05-10,11,154.442,2
2015-05-11,7,191.968,1
2015-05-12,34,1060.35,5
2015-05-13,6,238.384,1
2015-05-14,46,3141.1994999999997,3
2015-05-15,5,69.908,2
2015-05-16,4,255.968,1
2015-05-17,22,134.46800000000002,2
2015-05-18,2,10.86,1
2015-05-20,8,169.54399999999998,1
2015-05-21,14,72.332,3
2015-05-22,22,3862.0980000000004,1
2015-05-23,31,1304.956,4
2015-05-24,13,610.3069999999999,1
2015-05-25,36,1739.4180000000001,5
2015-05-26,23,982.5640000000001,3
2015-05-28,30,794.146,4
2015-05-29,31,1204.842,4
2015-05-30,12,681.1,2
2015-05-31,76,5178.138,8
2015-06-01,37,834.1980000000001,3
2015-06-04,16,1192.31,3
2015-06-05,11,1533.1979999999999,2
2015-06-07,17,59.768,2
2015-06-08,40,1083.112,2
2015-06-09,25,797.116,4
2015-06-11,47,3373.5640000000003,2
2015-06-12,15,174.476,4
2015-06-13,28,1128.898,5
2015-06-14,6,51.072,1
2015-06-15,18,734.144,3
2015-06-16,15,3443.904,3
2015-06-18,46,1883.087,5
2015-06-19,15,446.346,4
2015-06-20,18,829.544,3
2015-06-21,3,107.976,1
2015-06-22,13,2018.953,3
2015-06-23,19,836.9580000000001,3
2015-06-25,37,857.08,4
2015-06-26,30,1592.1960000000001,4
2015-06-28,22,1386.466,3
2015-06-29,8,432.92600000000004,4
2015-07-02,46,1631.902,5
2015-07-03,17,823.982,2
2015-07-04,9,1138.288,3
2015-07-05,23,121.646,4
2015-07-06,24,1379.812,4
2015-07-08,5,21.12,1
2015-07-09,54,1587.114,5
2015-07-10,5,43.286,2
2015-07-11,52,1941.952,3
2015-07-12,32,2052.567,2
2015-07-13,25,2033.2559999999999,3
2015-07-14,15,860.9159999999999,1
2015-07-16,36,3029.386,3
2015-07-17,14,448.082,3
2015-07-18,10,672.418,3
2015-07-19,1,2.025,1
2015-07-20,41,2693.168,2
2015-07-23,9,208.272,2
2015-07-24,32,525.95,1
2015-07-25,31,2395.024,4
2015-07-26,24,969.225,5
2015-07-27,3,29.97,1
2015-07-30,23,443.802,3
2015-07-31,26,3712.162,3
2015-08-01,10,1011.696,1
2015-08-02,16,1290.478,3
2015-08-05,16,72.65,1
2015-08-06,16,494.86920000000003,2
2015-08-07,35,968.206,5
2015-08-08,17,840.102,3
2015-08-09,55,4878.392000000001,5
2015-08-10,28,851.4739999999999,3
2015-08-11,7,196.112,2
2015-08-13,25,586.896,6
2015-08-15,12,497.59000000000003,2
2015-08-16,46,3378.9320000000002,3
2015-08-17,25,381.64,2
2015-08-21,55,2827.52,5
2015-08-22,10,66.632,2
2015-08-23,46,1202.278,2
2015-08-24,62,7194.775000000001,6
2015-08-25,13,178.52599999999998,2
2015-08-27,13,639.9739999999999,3
2015-08-28,48,6491.293,4
2015-08-29,9,246.5,1
2015-08-31,34,2601.797,4
2015-09-01,21,2367.564,2
2015-09-03,40,1874.898,7
2015-09-04,23,1071.284,4
2015-09-05,39,934.1030000000001,4
2015-09-06,30,1005.654,8
2015-09-07,51,2922.667,7
2015-09-08,19,89.64,2
2015-09-10,35,1415.726,7
2015-09-11,52,1962.13,5
2015-09-12,21,707.824,3
2015-09-13,54,3445.772,6
2015-09-14,33,3262.42,5
2015-09-15,44,2535.85,5
2015-09-16,4,31.12,1
2015-09-17,86,11525.006,7
2015-09-18,62,3924.32,6
2015-09-19,30,500.38,6
2015-09-20,37,1836.052,5
2015-09-21,75,6982.058,7
2015-09-22,33,1783.504,5
2015-09-24,70,4220.594,10
2015-09-25,59,3033.757,11
2015-09-26,93,3722.273,7
2015-09-27,42,2382.958,5
2015-09-28,33,1058.364,4
2015-10-01,21,1158.414,3
2015-10-02,62,1269.266,9
2015-10-03,14,275.218,3
2015-10-04,12,505.58,3
2015-10-05,23,851.092,5
2015-10-08,10,222.12,3
2015-10-09,48,2133.5350000000003,5
2015-10-10,22,2248.194,4
2015-10-11,8,1011.8955,2
2015-10-12,40,2390.758,4
2015-10-13,10,371.65999999999997,1
2015-10-15,33,3219.554,5
2015-10-16,3,824.97,1
2015-10-17,2,77.88,1
2015-10-18,17,378.494,2
2015-10-19,23,2135.09,4
2015-10-20,21,720.086,3
2015-10-22,5,15.128,2
2015-10-23,59,2262.296,5
2015-10-24,24,831.145,3
2015-10-25,24,1425.412,4
2015-10-26,37,1395.333,3
2015-10-28,16,104.51,1
2015-10-29,9,244.24,1
2015-10-30,21,2122.044,4
2015-10-31,67,3211.009,5
2015-11-01,35,3106.1059999999998,7
2015-11-02,59,5528.551,7
2015-11-03,25,2800.846,3
2015-11-05,33,834.874,7
2015-11-06,6,11.481,1
2015-11-07,56,3073.073,6
2015-11-08,113,12196.997,11
2015-11-09,47,4620.2919999999995,6
2015-11-10,25,3536.904,4
2015-11-11,9,542.178,1
2015-11-12,37,1127.992,4
2015-11-13,96,3591.0771999999997,10
2015-11-14,40,2512.71,5
2015-11-15,47,702.17,4
2015-11-16,45,4072.334,5
2015-11-17,47,3885.986,3
2015-11-19,12,1040.784,3
2015-11-20,102,2861.15,13
2015-11-21,78,3613.5748,8
2015-11-22,52,614.499,9
2015-11-23,39,3450.1879999999996,3
2015-11-24,49,1218.7640000000001,3
2015-11-25,5,13.12,1
2015-11-26,27,1484.0819999999999,3
2015-11-27,60,3109.7835,8
2015-11-28,58,1864.482,8
2015-11-29,43,2760.168,5
2015-11-30,65,1798.3970000000002,8
2015-12-01,62,7130.594,7
2015-12-03,41,1972.645,7
2015-12-04,72,5185.814,7
2015-12-05,38,897.322,8
2015-12-06,110,6061.502,12
2015-12-07,29,1338.298,5
2015-12-08,31,2672.728,4
2015-12-09,3,34.02,1
2015-12-10,70,3080.38,8
2015-12-11,71,1590.894,7
2015-12-12,47,1448.854,8
2015-12-13,27,1023.386,4
2015-12-14,28,858.304,8
2015-12-15,37,5494.796,4
2015-12-16,1,4.98,1
2015-12-17,43,1918.492,3
2015-12-18,37,935.288,5
2015-12-19,52,6120.656,7
2015-12-20,28,1107.464,8
2015-12-21,49,3257.7599999999998,6
2015-12-22,13,473.313,2
2015-12-23,4,194.32,1
2015-12-24,80,7484.566000000001,7
2015-12-25,47,4204.968,8
2015-12-26,15,561.486,4
2015-12-27,95,5148.4472,10
2015-12-28,4,79.2,2
2015-12-29,2,6.36,1
2015-12-30,18,3251.34,1
2015-12-31,49,1381.344,5
2016-01-02,5,405.91999999999996,1
2016-01-03,21,2095.83,3
2016-01-04,11,1069.22,2
2016-01-05,10,255.904,1
2016-01-07,9,83.576,2
2016-01-08,25,1859.1580000000001,2
2016-01-09,16,743.0459999999999,2
2016-01-10,11,174.75,2
2016-01-11,22,149.444,2
2016-01-14,10,405.344,1
2016-01-15,26,701.923,4
2016-01-16,5,102.21799999999999,1
2016-01-17,11,1040.55,2
2016-01-21,9,1167.056,1
2016-01-22,48,917.63,7
2016-01-23,28,1732.3,2
2016-01-24,4,31.36,1
2016-01-25,24,858.712,2
2016-01-28,2,39.68,1
2016-01-30,41,3107.316,5
2016-01-31,20,1601.5539999999999,4
2016-02-01,9,161.97,2
2016-02-02,24,8996.784,3
2016-02-03,4,866.4,1
2016-02-04,6,197.868,3
2016-02-05,55,2994.476,2
2016-02-06,4,132.224,1
2016-02-07,14,762.142,3
2016-02-08,7,1369.476,2
2016-02-09,5,121.83,1
2016-02-11,7,69.93,1
2016-02-12,10,1366.04,1
2016-02-13,3,146.82,1
2016-02-14,20,837.921,2
2016-02-15,7,407.072,1
2016-02-16,27,1135.638,4
2016-02-19,13,392.65999999999997,2
2016-02-20,2,16.496,1
2016-02-21,42,1524.126,4
2016-02-22,18,983.17,2
2016-02-23,3,57.576,1
2016-02-25,5,46.72,1
2016-02-27,8,243.892,3
2016-02-28,6,36.48,1
2016-02-29,7,111.104,1
2016-03-01,20,6285.8060000000005,2
2016-03-03,59,7264.422,6
2016-03-04,10,315.45,4
2016-03-05,4,162.344,1
2016-03-06,20,811.303,2
2016-03-07,3,21.072,1
2016-03-08,54,2190.81,6
2016-03-09,18,635.6,2
2016-03-10,22,7879.734,5
2016-03-11,18,896.0219999999999,4
2016-03-12,24,1694.6419999999998,4
2016-03-13,70,8866.882,6
2016-03-14,28,669.3679999999999,5
2016-03-15,37,2356.808,4
2016-03-17,21,2360.3340000000003,4
2016-03-18,6,1061.682,2
2016-03-19,9,138.68,3
2016-03-20,23,928.311,4
2016-03-21,13,645.7059999999999,2
2016-03-22,9,226.46800000000002,2
2016-03-24,10,745.774,3
2016-03-25,8,1346.97,2
2016-03-26,19,682.246,3
2016-03-27,7,92.69999999999999,1
2016-03-28,7,125.30000000000001,2
2016-03-29,48,2659.339,3
2016-03-30,1,11.34,1
2016-03-31,11,640.762,2
2016-04-01,61,2161.48,7
2016-04-02,5,1454.9,1
2016-04-03,20,441.198,3
2016-04-04,15,970.194,3
2016-04-05,14,1046.3339999999998,2
2016-04-06,5,1294.75,1
2016-04-07,16,1970.574,5
2016-04-08,76,2906.404,8
2016-04-09,18,1115.197,3
2016-04-10,32,950.594,4
2016-04-12,34,1542.53,4
2016-04-13,3,6.12,1
2016-04-14,20,1466.572,4
2016-04-15,33,2201.8559999999998,4
2016-04-16,31,9335.086000000001,4
2016-04-17,22,421.08500000000004,4
2016-04-18,29,2514.538,4
2016-04-19,47,1414.132,3
2016-04-21,31,271.616,3
2016-04-22,37,1765.4650000000001,5
2016-04-23,35,720.368,4
2016-04-24,15,1607.1,3
2016-04-25,7,108.42,1
2016-04-26,3,434.646,1
2016-04-28,14,486.672,4
2016-04-30,12,142.208,3
2016-05-01,13,517.866,2
2016-05-02,42,1098.136,6
2016-05-03,31,1099.013,2
2016-05-05,40,2701.28,8
2016-05-06,20,236.96,3
2016-05-07,32,4835.976,1
2016-05-08,16,1340.2440000000001,3
2016-05-09,48,1283.512,7
2016-05-10,6,763.0200000000001,3
2016-05-11,1,5.98,1
2016-05-12,25,918.878,5
2016-05-14,37,455.93,3
2016-05-15,26,648.9119999999999,4
2016-05-16,20,880.4599999999999,3
2016-05-17,36,346.922,3
2016-05-18,6,122.22,1
2016-05-19,42,1582.008,5
2016-05-20,23,2471.913,4
2016-05-21,31,2718.2140000000004,5
2016-05-22,29,1799.2,3
2016-05-23,23,10560.978000000001,4
2016-05-24,12,277.756,2
2016-05-25,15,1311.97,1
2016-05-26,58,1975.356,6
2016-05-27,27,5305.078,3
2016-05-28,56,2137.324,5
2016-05-29,18,1063.185,2
2016-05-30,109,8090.578,10
2016-05-31,21,438.85900000000004,2
2016-06-02,19,157.844,2
2016-06-03,2,71.088,1
2016-06-04,38,2316.5229999999997,3
2016-06-05,30,659.82,4
2016-06-06,67,6026.312,7
2016-06-07,13,51.562,3
2016-06-09,11,1688.4720000000002,4
2016-06-10,19,1412.3960000000002,2
2016-06-11,40,1623.416,4
2016-06-12,94,2962.563,8
2016-06-13,8,430.43800000000005,3
2016-06-14,38,3457.099,6
2016-06-15,7,173.488,1
2016-06-16,9,147.27499999999998,3
2016-06-17,60,3000.92,7
2016-06-18,9,541.938,2
2016-06-19,2,17.12,1
2016-06-20,59,1229.548,6
2016-06-21,14,577.108,2
2016-06-23,48,2475.094,4
2016-06-24,23,5310.952,4
2016-06-25,20,893.266,3
2016-06-26,57,1919.6000000000001,9
2016-06-27,12,778.7059999999999,2
2016-06-28,20,877.156,3
2016-06-29,6,191.88,1
2016-06-30,17,1352.9499999999998,2
2016-07-01,25,1724.376,4
2016-07-02,16,772.786,3
2016-07-03,16,847.6999999999999,3
2016-07-04,27,1651.301,2
2016-07-07,59,3882.2309999999998,6
2016-07-08,41,2616.512,5
2016-07-09,6,573.286,1
2016-07-10,18,895.895,4
2016-07-12,6,95.76,1
2016-07-14,79,2149.96,10
2016-07-15,13,380.2,2
2016-07-16,44,910.17,4
2016-07-17,51,2184.88,5
2016-07-18,46,2891.858,6
2016-07-19,29,1536.454,2
2016-07-20,5,89.95,1
2016-07-21,27,991.095,4
2016-07-22,43,1368.048,5
2016-07-23,31,654.587,4
2016-07-24,7,326.964,2
2016-07-25,90,5920.488,10
2016-07-28,36,2033.374,4
2016-07-29,13,819.154,3
2016-07-30,11,1770.7759999999998,3
2016-07-31,19,2174.1580000000004,2
2016-08-01,8,1124.648,3
2016-08-02,7,482.584,1
2016-08-03,15,248.82,1
2016-08-04,27,497.90999999999997,3
2016-08-05,7,197.05,1
2016-08-06,15,320.38800000000003,3
2016-08-07,3,179.97,1
2016-08-08,25,1115.204,4
2016-08-09,23,661.3539999999999,2
2016-08-11,14,151.82,1
2016-08-12,29,3951.9605,6
2016-08-13,34,731.524,5
2016-08-14,21,923.688,3
2016-08-15,32,1680.2659999999998,5
2016-08-16,10,204.54000000000002,3
2016-08-17,4,15.712,1
2016-08-18,26,496.114,4
2016-08-19,13,448.792,1
2016-08-20,2,14.78,1
2016-08-21,64,4798.2919999999995,5
2016-08-22,24,405.35,6
2016-08-23,73,4187.348,4
2016-08-26,69,4874.298,12
2016-08-27,46,767.9110000000001,4
2016-08-28,29,322.0248,3
2016-08-29,37,632.188,4
2016-08-30,34,1656.8700000000001,2
2016-08-31,2,23.968,1
2016-09-01,65,5766.152,6
2016-09-02,101,6792.193,10
2016-09-03,59,2365.596,9
2016-09-04,60,4532.0419999999995,8
2016-09-05,145,5226.348,19
2016-09-06,23,1313.536,5
2016-09-08,67,4493.9836000000005,10
2016-09-09,10,84.992,3
2016-09-10,35,2094.324,6
2016-09-11,67,6501.586,9
2016-09-12,47,2043.792,6
2016-09-13,46,2374.73,1
2016-09-14,9,1137.338,2
2016-09-15,27,2101.1820000000002,5
2016-09-16,10,425.88599999999997,3
2016-09-17,44,2043.126,9
2016-09-18,46,4751.082,8
2016-09-19,59,3839.312,9
2016-09-20,34,1232.004,5
2016-09-22,64,615.57,11
2016-09-23,51,1322.145,7
2016-09-24,47,2286.05,8
2016-09-25,73,3443.091,8
2016-09-26,58,2698.1665,10
2016-09-27,18,1992.9858,4
2016-09-28,4,99.136,1
2016-09-29,40,1307.792,8
2016-09-30,7,525.884,2
2016-10-01,28,781.414,5
2016-10-02,27,18452.972,3
2016-10-03,23,1680.696,4
2016-10-04,28,5912.782,4
2016-10-06,24,830.4000000000001,2
2016-10-07,21,973.712,5
2016-10-08,21,561.5360000000001,4
2016-10-09,15,546.92,3
2016-10-10,16,282.75300000000004,3
2016-10-11,5,33.064,1
2016-10-13,77,1650.618,4
2016-10-14,29,3335.888,4
2016-10-15,63,1620.15,3
2016-10-16,1,142.182,1
2016-10-17,19,2953.346,4
2016-10-18,5,307.92,1
2016-10-20,42,946.174,6
2016-10-21,91,7951.592,12
2016-10-22,16,188.28,3
2016-10-23,25,467.42199999999997,3
2016-10-24,18,1365.498,5
2016-10-25,5,783.96,1
2016-10-27,40,978.7900000000001,4
2016-10-28,70,2899.0209999999997,8
2016-10-29,12,131.154,3
2016-10-30,12,159.002,3
